"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","164/5279","403/16438",0.000149289462880561,0.00362919757018273,0.00302461376188975,"ACVR1B/ADAM17/ADAMTS1/AKT1/ANAPC5/ANAPC7/ANXA1/APEX1/APP/ARPP19/AURKB/AVEN/BABAM1/BACH1/BID/BRCA1/BRCC3/BRD4/BRD7/BRSK1/BRSK2/CALM1/CALM2/CALM3/CASP2/CCNA2/CCNB1/CCND1/CCND2/CCND3/CCNE1/CCNF/CCNG1/CCNI/CDC14A/CDC16/CDC25A/CDC25B/CDC6/CDCA5/CDK16/CDK17/CDK18/CDK2AP2/CDK4/CDK5/CDK5RAP3/CDK6/CDKN1A/CDKN2B/CHFR/CHMP4B/CKS2/CTDP1/CTDSP1/CTDSP2/CUL1/CUL2/CUL4A/CUL4B/CUL5/DBF4/DBF4B/DDB1/DNM2/DTL/DYNC1LI1/E2F1/E2F4/EGFR/EIF4G1/ENSA/EPS8/ERCC2/ERCC3/ESPL1/FBXL12/FBXO7/FHL1/FOXM1/FZR1/GEN1/GFI1/GTSE1/HSPA2/HUS1/IK/INHBA/INO80/INTS3/ITGB1/KANK2/KHDRBS1/KLF11/KLF4/KLHL18/KNTC1/LATS2/MASTL/MDM2/MECP2/MEPCE/MIIP/MNAT1/MTBP/NAE1/NBN/NEK11/ORC1/PKD1/PKMYT1/PLK1/PLK2/PLK3/PLRG1/POLE/PPM1D/PPME1/PPP1R9B/PPP2R2D/PPP6C/PRMT2/PSME1/PSME3/PTPN6/RAD51C/RBBP8/RCC1/RCC2/RDX/RFWD3/RINT1/RNASEH2B/RPA2/RPL24/RPL26/RPS27L/RPS6KB1/RPTOR/SIN3A/SIRT2/SIRT7/SKP2/SLFN11/SOX4/SPAST/TACC3/TFAP4/TFDP1/TOPBP1/TRIAP1/TRIP13/UBE2C/USH1C/USP47/VPS4A/WAC/WEE1/XPC/XRCC3/ZFP36L1/ZW10/ZWILCH/ZWINT",164
"GO:0021782","GO:0021782","glial cell development","54/5279","110/16438",0.000151228040519843,0.00364069411924811,0.00303419511419834,"ABCA2/AKT1/AKT2/APP/ARHGEF10/ASCL1/B4GALT5/B4GALT6/BACE2/CDK5/CDK6/CLU/CNTNAP1/CSPG5/DAG1/DICER1/DLL1/EGFR/EIF2B1/EIF2B2/EIF2B4/EIF2B5/ERCC2/GRN/HES5/IFNGR1/ITGB4/LAMB2/LAMC3/LDLR/LRP1/MAPT/MDK/MED12/MXRA8/NCSTN/NDRG1/NR1D1/NSUN5/NTRK2/PHGDH/PICK1/PLEC/POU3F2/PPP3R1/PRDM8/ROR1/SIRT2/SKI/SOD1/SOX4/TSPAN2/VIM/WASF3",54
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","43/5279","83/16438",0.000151524291460883,0.00364069411924811,0.00303419511419834,"AKT1/ANKIB1/ARIH1/ARIH2/BCAP31/CAV1/CDC20/CHFR/CLU/CSNK1D/DAB2/DDA1/DVL1/FZR1/GBA/GCLC/GSK3A/HECTD1/HERPUD1/HSPA1A/HSPA1B/HSPBP1/KEAP1/MDM2/NKD2/PLK1/PLK2/PLK3/PRICKLE1/PSMD10/RAD23A/RCHY1/RNF14/RNF144A/SGTA/SIRT2/SIRT6/SOCS4/TRIB2/TRIB3/USP5/VCP/ZER1",43
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","43/5279","83/16438",0.000151524291460883,0.00364069411924811,0.00303419511419834,"ANKLE2/ARPP19/BOD1/CALM1/CALM2/CALM3/CDCA2/CRY2/CSNK2B/DLC1/ENSA/FKBP1A/FKBP1B/GBA/GNAI2/HSP90AB1/HSP90B1/HTT/ITGA1/MAGI2/MASTL/MTOR/PPIA/PPP1R11/PPP1R15A/PPP1R15B/PPP1R16B/PPP1R8/PPP1R9B/PPP2R5D/PPP4R4/PPP6R1/PPP6R2/PPP6R3/PTBP1/ROCK1/SPPL3/STYXL1/SYMPK/TGFB1/TIPRL/YWHAB/YWHAE",43
"GO:0032507","GO:0032507","maintenance of protein location in cell","35/5279","64/16438",0.000153410434985378,0.00367178102885854,0.00306010329164088,"AKT1/ARL2BP/BBS4/CAV1/CCDC88A/CDK5/CIZ1/DBN1/GOLPH3/GPAA1/GRIK5/HK1/HNRNPU/HSPA5/INSIG1/KDELR1/KDELR2/KDELR3/MORC3/PARK7/PDIA2/RANGAP1/RER1/SCIN/SKP1/SORL1/SUN2/SYNE1/TAF8/TAPT1/TMSB4X/TSPO/TWF1/TWF2/VPS13D",35
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","67/5279","143/16438",0.000158088477670005,0.00376919412721678,0.00314128845507848,"ABLIM3/AKAP5/AKT2/ANP32B/ARIH2/ATG13/BAG3/BAP1/BCAP31/BCAS3/CACNB3/CDC42/CDH1/CDK5/CDK5R1/CHP2/DMAP1/EDEM1/EMD/ERBB2/FBXW7/FIS1/FZD5/GAS6/GSK3A/HRAS/HSP90AB1/HSPA1L/HUWE1/HYAL2/IPO5/ITGB1BP1/LEPROT/MAPK1/MAVS/MDM2/MFF/MYO1C/NMT1/NUTF2/PCNT/PIK3R1/PLK3/PRKACA/PRR5L/RAN/RAPGEF3/RBM22/RHOU/RNF31/SAE1/SAR1A/SAR1B/SFN/SLC35D3/SORL1/TGFB1/TMEM30A/TRIM28/UBE2J2/UBE2L3/UBL5/VAMP2/XPO4/YWHAE/ZC3H12A/ZFAND1",67
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","175/5279","434/16438",0.000160488807360661,0.00380743179592447,0.00317315615496511,"AATF/ABL1/ADAM17/ADAMTS1/AFAP1L2/AKT1/ANAPC5/ANAPC7/ANGEL2/ANXA1/APEX1/APP/ASCL1/ASNS/AURKAIP1/AURKB/AVEN/BABAM1/BCL6/BID/BMP4/BRCA1/BRCC3/BRD4/BRD7/BRSK1/BTG1/BTG2/BTG3/CASP2/CAV2/CCNB1/CCND1/CCND2/CCND3/CDC14A/CDC16/CDC25A/CDC25B/CDC42/CDC6/CDCA2/CDCA5/CDK2AP2/CDK4/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CHFR/CKS1B/CKS2/CTDSP1/CTDSP2/CTNNB1/CUL4A/CYLD/DBF4B/DDB1/DTL/DUSP3/DYNC1LI1/DYNLT3/E2F1/EGFR/EIF4G1/EME1/EME2/ERCC2/ERCC3/ESPL1/FBXO7/FBXW5/FHL1/FZR1/GBF1/GEN1/GTSE1/HES1/HNRNPU/HSF1/HSPA2/HUS1/IK/INO80/INSR/INTS3/IQGAP1/KANK2/KLF4/KLHL18/KNTC1/LGMN/MAEA/MDM2/MECP2/MEIS2/MEPCE/MIIP/MKI67/MSH2/MTBP/MUS81/NAE1/NBN/NEK11/NLE1/NUSAP1/OBSL1/ORC1/PDXP/PIM3/PKD1/PKMYT1/PLK1/PLK2/PLK3/PLRG1/POLDIP2/PPP1R9B/PRKCA/PRMT2/PRMT5/PSME1/PSME3/PTPN11/PTPN6/RAD51C/RCC1/RCC2/RDX/RFWD3/RINT1/RNASEH2B/RPA2/RPL26/RPS27L/RPS6KB1/RPTOR/SCRIB/SDCBP/SIN3A/SIRT2/SLC9A3R1/SLFN11/SMOC2/SOX4/TFAP4/TFDP1/TGFB1/TMEM8B/TOM1L1/TOPBP1/TP73/TRIAP1/TRIP13/TTL/TTLL12/UBE2C/USP2/USP22/USP47/VPS4A/WAC/WEE1/XPC/XRCC3/YTHDC2/YWHAE/ZFP36L1/ZMPSTE24/ZNF268/ZW10/ZWILCH/ZWINT",175
"GO:0070482","GO:0070482","response to oxygen levels","138/5279","332/16438",0.000160920653417037,0.00380743179592447,0.00317315615496511,"ABAT/ADA/ADAM17/ADSL/AGTRAP/AHCY/AIFM1/AK4/AKT1/ALKBH5/ANGPT2/APOLD1/AQP1/ARNT/ARNT2/ATG7/ATP6AP1/ATP6V0D1/ATP6V1A/ATP6V1G1/B3GAT1/BACH1/BAD/BMP2/BNIP2/BNIP3L/BRIP1/CACNB3/CAPN2/CASP3/CAT/CAV1/CCNA2/CCNB1/CD24/CDK4/CDKN1A/CITED2/CPEB1/CPEB2/CPEB4/CRYAB/CXCL12/CYBA/CYBB/DDAH1/DDIT4/DPP4/E2F1/EDNRA/EEF2K/EGLN1/EGR1/ENO1/EPAS1/ERCC2/ERCC3/FAS/FIS1/GNB1/GNGT1/HDAC1/HIF1A/HIF1AN/HIF3A/HILPDA/HMOX1/HMOX2/HP1BP3/HSF1/HSP90B1/IRAK1/ITPR1/LIMD1/LOXL2/MALAT1/MDM2/MDM4/MECP2/MMP2/MTHFR/MTOR/MYB/MYC/NAMPT/NDNF/NDRG1/NDUFS2/NR4A2/OPA1/OXTR/P2RX2/PAM/PCK1/PDK1/PGF/PICK1/PLAU/PLK3/PLOD1/PLOD2/PMAIP1/POU4F2/PPARA/PPARD/PPARGC1A/PTGIS/RAF1/RAMP2/RBPJ/RHOA/RORA/RYR2/SCFD1/SCN2A/SFRP1/SIRT2/SLC11A2/SLC29A1/SLC2A1/SLC2A8/SLC8A1/STC1/SUV39H1/TBL2/TGFBR2/TGFBR3/TMBIM6/TMEM199/TWIST1/TXN2/UCP2/USP19/VEGFA/VEGFC/VHL/WTIP/ZFP36L1",138
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","90/5279","203/16438",0.000164996890102375,0.00388903316252708,0.00324116364467663,"ABL1/ADAR/ADARB1/AIDA/AKT1/AKT1S1/BMP2/BMP4/CAMK2N1/CASP3/CAV1/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CEP85/CHMP6/CORO1C/DAB2IP/DEPTOR/DUSP10/DUSP3/DUSP7/DVL1/EPHB2/FBXO7/GADD45A/GADD45B/GBA/GNAQ/HEG1/HEXIM1/HIPK3/HSPB1/HYAL2/INPP5K/IPO5/IPO7/ITGB1BP1/LATS2/LRP6/MEN1/MLLT1/MVP/NCAPG2/NF2/NR2F2/PAK2/PARK7/PDPK1/PIK3CB/PKIB/PKIG/PKN1/PLEC/PLK1/PPARG/PPIA/PPM1F/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PTPN1/PTPN2/PTPN6/PTPRJ/SFN/SFRP1/SH3BP5L/SLC8A1/SMCR8/SMYD3/SOCS4/SORL1/SPRED1/SPRY2/SPRY4/TAF7/TARBP2/TFAP4/TNFAIP3/TRIB2/TRIB3/TSC2/UBASH3B/UCHL1/VPS25/YWHAG/ZGPAT",90
"GO:0010639","GO:0010639","negative regulation of organelle organization","135/5279","324/16438",0.000166037913698954,0.00389874631446899,0.00324925869391732,"ACD/ADCK1/ADD1/ADD2/AKT1/ANKRD27/ARHGEF2/ARHGEF7/ATRX/AURKAIP1/AURKB/BCL2L1/BCL2L2/BMP4/BRCA1/CAMSAP1/CAPG/CAPZA1/CAPZA2/CAPZB/CCNB1/CCNF/CGNL1/CHMP4A/CHMP4B/CLU/CORO2B/DCP2/DLC1/DNM2/DYNC1LI1/EHMT2/EML2/EPS8/ESPL1/EXOSC10/F11R/FEZ1/FHOD3/FXN/GCLC/GEN1/GHITM/GMFB/GNL3L/GPX1/HNRNPU/HSPA1A/HUWE1/IK/INPP5J/INPP5K/KANK3/KAT2A/KATNB1/KNTC1/LIF/LIMK2/LMOD1/MAP1B/MAP4/MAPRE1/MAPT/MCM2/MID1/MID1IP1/MNAT1/MTBP/MYADM/NAT10/NBN/NUBP1/NUPR1/OPA1/PAK2/PARP1/PFN1/PFN2/PHF23/PICK1/PIF1/PIK3R1/PLEKHH2/PLK1/POT1/PPARG/PPARGC1A/PPFIA1/PPIF/PRELID1/PRKAR1A/PRRT2/PSMD10/PTTG1/PTTG3P/RAB7A/RAD50/RBM14/RDX/S1PR1/SCFD1/SCIN/SHANK1/SLIT2/SMCR8/SMG6/SPTBN4/SSH3/STMN1/STYXL1/SYT4/TBC1D4/TBCD/TERF2IP/TFRC/TMEM14A/TMEM39A/TMSB4X/TOM1L1/TOP2A/TRIAP1/TRIP13/TSC2/TSPO/TTBK2/TWF1/TWF2/VAT1/WASF2/XRCC3/XRN1/YAP1/ZW10/ZWILCH/ZWINT",135
"GO:0043393","GO:0043393","regulation of protein binding","85/5279","190/16438",0.000170610333909864,0.00399099418832924,0.0033261391016072,"ABL1/ACE/ACTB/ADD1/ADD2/ADNP/ADRB2/AKT1/APP/ATP2A2/AURKB/B2M/BAX/BMP2/BMP4/BTBD1/CAPRIN2/CAV1/CDC42/CDK5/CDKN1A/CRK/CRMP1/CTNNBIP1/DAB2/DERL1/DVL1/EPB41/EPB41L5/FKBP1A/GAS8/GNL3L/GTF2F1/HSF1/HSP90AB1/IFIT2/ITGA4/ITGB1BP1/LDLRAP1/LRP1/MAPK3/MAPRE1/MARK2/MEN1/MITD1/NFATC4/NMD3/NOG/PARK7/PHLDA2/PKD1/PLCL2/PLK1/PLK2/PLXND1/POLDIP2/PPARA/PPP1CA/PPP2CA/PRKACA/PRMT7/PTPRF/RALB/RAMP2/RAN/RAPGEF2/RGMA/RIPK2/ROCK1/SNAPIN/SORL1/SPAG8/SPON1/SPPL3/STK3/STK4/SYMPK/TFIP11/TGFBR3/TMBIM6/TRIB3/TTBK2/UBASH3B/USP33/ZFPM1",85
"GO:0016197","GO:0016197","endosomal transport","88/5279","198/16438",0.000174749737072117,0.00407245721845884,0.00339403130015808,"ABCA1/ACTN2/AGAP2/AKAP5/ANKFY1/ANKRD27/ANKRD50/AP3B1/AP3D1/ARFIP1/ARFRP1/ARL8B/ATP9A/BAIAP3/BET1L/BVES/CCDC22/CCDC93/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CLEC16A/CLN5/CMTM6/CORO1C/DCTN1/DENND2A/EHD1/EVI5/GBF1/GCC2/GRIP2/HGS/ITSN1/LAMTOR1/LEPROT/LMTK2/LYST/MICALL1/NDRG4/PREPL/RAB10/RAB11B/RAB11FIP3/RAB13/RAB35/RAB6B/RAB6C/RAB7A/RAB8A/RAB9A/RASSF9/RGP1/RHOBTB3/SCRIB/SNF8/SNX12/SNX17/SNX27/SNX3/SNX32/SNX8/SORL1/SORT1/SPAG9/STX16/TBC1D10B/TBC1D14/TBC1D5/TMEM87B/TRAPPC10/UBE2O/USP7/VAMP3/VCP/VPS25/VPS26A/VPS26B/VPS35/VPS39/VPS4A/VPS53/VTI1A/VTI1B/YKT6/ZFYVE9",88
"GO:2000756","GO:2000756","regulation of peptidyl-lysine acetylation","34/5279","62/16438",0.000176621887011374,0.00410067070255994,0.00341754473270972,"AUTS2/BRCA1/BRD7/CTBP1/CTCF/GATA2/GLYR1/HDAC1/KAT2A/LIF/MAPK3/NOC2L/PARK7/PAXIP1/PIH1D1/PPARGC1A/PRKAA2/PYGO2/RPS6KA4/RPS6KA5/RUVBL2/SET/SETD5/SIN3A/SMARCB1/SOX4/SPHK2/TADA2A/TADA2B/TAF7/TWIST1/WBP2/ZMPSTE24/ZNF451",34
"GO:0048864","GO:0048864","stem cell development","44/5279","86/16438",0.000185190538094766,0.00426879546050368,0.00355766178248649,"ALDH1A2/BMP4/CITED2/CORO1C/EDNRA/EDNRB/FAM172A/FGF2/FN1/GBX2/GDNF/HAND2/HES1/HIF1A/JAG1/KBTBD8/KITLG/LAMA5/MAPK1/MAPK3/MSI2/NOLC1/NRP2/NRTN/PDCD6/PEF1/SEMA3D/SEMA3E/SEMA3F/SEMA4C/SEMA4F/SEMA4G/SEMA5B/SEMA6A/SEMA6B/SEMA6D/SETD2/SNAI2/SOX8/SOX9/TAPT1/TBX1/TCOF1/TWIST1",44
"GO:0042063","GO:0042063","gliogenesis","123/5279","292/16438",0.000185240519257217,0.00426879546050368,0.00355766178248649,"ABCA2/ABL1/AKT1/AKT2/ANXA1/APP/ARHGEF10/ASCL1/ATP1B2/B4GALT5/B4GALT6/BACE2/BMP2/CDK5/CDK5R1/CDK5R2/CDK6/CERS2/CLU/CNP/CNTNAP1/CSF1/CSK/CSPG4/CSPG5/CTNNB1/CX3CR1/DAAM2/DAB2IP/DAG1/DICER1/DLL1/DUSP10/E2F1/EGFR/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EPHA4/ERBB2/ERBB3/ERCC2/ETV5/FGF2/FGF5/GBA/GPC1/GRN/HDAC1/HES1/HES5/HEXB/IDH2/IFNGR1/ITGB4/KDM4A/LAMB1/LAMB2/LAMC3/LDLR/LEPR/LIF/LRP1/LRP2/LRP8/MAPK1/MAPK3/MAPT/MDK/MED12/METTL3/MTOR/MXRA8/MYB/MYCN/NCSTN/NDRG1/NDUFS2/NF2/NFIB/NOG/NR1D1/NSUN5/NTRK2/OLIG2/P2RY1/PHGDH/PICK1/PLAG1/PLEC/POU3F2/PPP3R1/PRDM8/PRKCH/PRMT5/PRPF19/PTPN11/RELA/RHOA/RNF10/ROR1/SCRIB/SERPINE2/SIRT2/SKI/SOD1/SOX4/SOX8/SOX9/STAT3/SUN2/TGFB1/TMEM98/TNFRSF21/TP73/TSPAN2/TSPO/UFL1/VIM/WASF3/WDR1/ZMIZ1",123
"GO:0016074","GO:0016074","sno(s)RNA metabolic process","12/5279","15/16438",0.000190047701630326,0.00436335445335699,0.0036364683025405,"DKC1/EXOSC10/EXOSC3/EXOSC5/EXOSC6/FBL/FBLL1/LARP7/NOLC1/NUDT16/PARN/RNF113A",12
"GO:0033673","GO:0033673","negative regulation of kinase activity","98/5279","225/16438",0.000193740923832512,0.00443173426877396,0.00369345680392297,"ABL1/ADAR/ADARB1/AIDA/AKT1/AKT1S1/BMP2/BMP4/CAMK2N1/CASP3/CAV1/CDK5RAP3/CDKN1A/CDKN1C/CDKN2B/CEP85/CHMP6/CORO1C/CSK/DAB2IP/DEPTOR/DUSP10/DUSP3/DUSP7/DVL1/EPHB2/FBXO7/GADD45A/GADD45B/GBA/GNAQ/HEG1/HEXIM1/HIPK3/HNRNPU/HSPB1/HYAL2/INPP5K/IPO5/IPO7/ITGB1BP1/LATS2/LRP6/MAPT/MEN1/MIDN/MLLT1/MVP/NCAPG2/NF2/NR2F2/PAK2/PARK7/PDPK1/PIK3CB/PIK3IP1/PIP4K2B/PIP4K2C/PKIB/PKIG/PKN1/PLEC/PLK1/PPARG/PPIA/PPM1F/PRDX3/PRKAR1A/PRKAR1B/PRKAR2A/PRKAR2B/PTPN1/PTPN2/PTPN6/PTPRJ/SFN/SFRP1/SH3BP5L/SLC8A1/SMCR8/SMYD3/SOCS4/SORL1/SPRED1/SPRY2/SPRY4/TAF7/TARBP2/TFAP4/TNFAIP3/TRIB2/TRIB3/TSC2/UBASH3B/UCHL1/VPS25/YWHAG/ZGPAT",98
"GO:0044380","GO:0044380","protein localization to cytoskeleton","30/5279","53/16438",0.000197815487227312,0.00450830222544892,0.00375726939362092,"BBS4/BICD1/CHAMP1/CSNK1D/DIAPH1/DVL1/FAM83D/FAM83H/GAS2L1/GOLGB1/HNRNPU/HOOK3/KIAA0753/KLHL21/MAP1A/MAPRE1/MAPRE2/MID1/MID2/NEDD1/NUMA1/PARD6A/PIBF1/PPP1R9B/SNX10/SPAG5/STIL/TTBK2/UBXN2B/WRAP73",30
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","36/5279","67/16438",0.000199495696661969,0.00452994074581518,0.00377530317801019,"BRIX1/DDX18/DDX28/DHX30/EBNA1BP2/EIF6/FTSJ3/MAK16/MDN1/MRPL1/MRPL20/MRTO4/NHP2/NLE1/NOC2L/NOL9/NOP16/NOP2/PES1/PPAN/RPL10A/RPL23A/RPL24/RPL26/RPL26L1/RPL3/RPL7L1/RRP15/RRS1/RSL1D1/RSL24D1/SDAD1/SURF6/URB1/WDR74/ZNF622",36
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","33/5279","60/16438",0.000203278405020198,0.00458316422173718,0.0038196602168917,"CELF1/CELF2/CELF3/CELF4/DDX5/FAM172A/FMR1/FXR2/HNRNPL/HNRNPU/KHDRBS1/KHDRBS3/MBNL1/MBNL2/MBNL3/NOVA1/PTBP1/PUF60/RAVER1/RAVER2/RBFOX2/RBM10/RBM11/RBM15/RBM15B/RBM24/RBM4/RBM8A/RBMX/RNPS1/SMU1/SRSF6/ZBTB7A",33
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","54/5279","111/16438",0.000203318303109812,0.00458316422173718,0.0038196602168917,"ATR/ATRIP/BABAM1/BRCA1/BRCC3/BRIP1/BRSK1/CASP2/CCND1/CDC6/CDK5RAP3/CDKN1A/CEP63/CUL4A/DNA2/DOT1L/DTL/E2F1/EIF2AK4/EME1/EME2/FZR1/GTSE1/HUS1/INTS7/MDM2/MSH2/MUS81/NAE1/NBN/NEK11/ORC1/PLK1/PLK2/PLK3/PRPF19/PTPN11/RFWD3/RINT1/RNASEH2B/RPA2/RPA4/RPL26/RPS27L/SOX4/THOC1/TIMELESS/TIPRL/TOPBP1/TP53BP1/TRIAP1/USP28/WAC/XPC",54
"GO:1903829","GO:1903829","positive regulation of cellular protein localization","109/5279","255/16438",0.00021460716005316,0.00482010791728093,0.00401713173737951,"ABLIM3/AKAP5/AKT1/AKT2/AP2B1/ARIH2/ATG13/BAG3/BAP1/BICD1/CACNB3/CCDC88A/CCT2/CCT3/CCT5/CCT6A/CCT7/CDH1/CDK5/CDK5R1/CDK5RAP3/CENPQ/CHP2/CLN3/CROCC/DKC1/DMAP1/EGFR/EIF2AK3/EPB41/EPHA2/EPHA3/EPHB2/ERBB2/FBXW7/FIS1/FZD5/GAS8/GLIS2/GNL3L/GPD1L/GSK3A/HRAS/HSP90AB1/HSPA1L/HUWE1/HYAL2/IPO5/IQGAP1/ITGA3/ITGB1/ITGB1BP1/KCNJ11/LARP7/LEPROT/LIF/LIMK2/LRP1/LRP4/MAP1A/MAPK1/MAPT/MAVS/MCRS1/MEPCE/MFF/MGAT3/MSN/MYO1C/NECAB2/NKD2/NMD3/NMT1/NUMA1/NUTF2/PARD6A/PARK7/PARP1/PDPK1/PIK3R1/PLK1/PPP1R9B/PRKAA2/PRKCH/PTPN9/RAN/RANGRF/RBM22/RDX/RER1/RHOU/RNF31/SAE1/SESN2/SLC5A3/SORL1/STAC/SYT11/TFRC/TGFB1/TRAPPC12/TRIM28/TRIM8/UBE2J2/UBE2L3/UBL5/YAP1/ZC3H12A/ZDHHC5",109
"GO:0010212","GO:0010212","response to ionizing radiation","63/5279","134/16438",0.000216832447668501,0.00482395262751614,0.00402033596180186,"ANXA1/ATR/BABAM1/BAK1/BAX/BCL2L1/BRAT1/BRCA1/BRCC3/CASP3/CCND1/CCND2/CDKN1A/CRYAB/CYBA/CYP2R1/DNM2/EEF1D/EGR1/ELK1/EYA1/EYA3/GADD45A/GPX1/GRB2/HRAS/HSF1/HSPA5/HUS1/IFI16/INO80/INTS3/INTS7/KAT5/LIG4/LZIC/MDM2/MEN1/MSH2/MYC/NAMPT/NHEJ1/PARP1/PAXIP1/RAD51AP1/RAD54B/RFWD3/RHOB/RNF168/RPL26/RRM1/SFRP1/THBD/TNKS1BP1/TOPBP1/TP53BP1/TRIM13/USP28/XRCC2/XRCC5/XRCC6/YAP1/ZMPSTE24",63
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","70/5279","152/16438",0.00021802395252417,0.00482395262751614,0.00402033596180186,"ATR/ATRIP/AURKB/BABAM1/BRCA1/BRCC3/BRIP1/BRSK1/CASP2/CCNB1/CCND1/CDC6/CDK5RAP3/CDKN1A/CEP63/CHFR/CUL4A/DNA2/DOT1L/DTL/DYNC1LI1/E2F1/EIF2AK4/EME1/EME2/FZR1/GEN1/GTSE1/HUS1/IK/INTS3/INTS7/KNTC1/MDM2/MSH2/MUS81/NAE1/NBN/NEK11/NSUN2/ORC1/PLK1/PLK2/PLK3/PROX1/PRPF19/PTPN11/RFWD3/RINT1/RNASEH2B/RPA2/RPA4/RPL26/RPS27L/SOX4/THOC1/TIMELESS/TIPRL/TOPBP1/TP53BP1/TRIAP1/TRIP13/USP28/VPS4A/WAC/XPC/XRCC3/ZW10/ZWILCH/ZWINT",70
"GO:0051402","GO:0051402","neuron apoptotic process","103/5279","239/16438",0.000219132482042582,0.00482395262751614,0.00402033596180186,"ADARB1/ADNP/AGAP2/AIFM1/AKT1S1/AKT2/ALKBH1/APP/ASCL1/ATN1/BACE1/BAX/BCL2L1/BCL2L11/BHLHB9/BID/BTG2/CASP2/CASP3/CASP7/CDC42/CDK5/CDK5R1/CEBPB/CLN3/CNTFR/CPEB4/CRLF1/CTNNB1/CX3CR1/DDIT3/DNAJC5/EPHA7/ERBB3/F2R/FADD/FAS/FBXW7/FIS1/FOXQ1/GBA/GCLC/GDNF/GPI/GPX1/GRIK5/GRN/GSK3A/HDAC1/HIF1A/HMOX1/HRAS/HSP90AB1/HSPA5/ITGA1/JUN/KDM2B/LANCL1/LGMN/LIG4/LRP1/MAP2K4/MAP3K11/MAX/MDK/MECP2/MEF2C/MSH2/MYB/MYBL2/NAE1/NCSTN/NDNF/NEFL/NFATC4/NONO/NQO1/NR4A2/NRBP2/NTRK2/NUPR1/PARK7/PARP1/PDPK1/PIGT/POU4F1/PPARGC1A/RASA1/RHOA/SCN2A/SET/SIX1/SIX4/SOD1/SRPK2/STXBP1/SYNGAP1/TFAP2A/TNFRSF21/TOX3/UNC5B/USP53/XRCC2",103
"GO:0098813","GO:0098813","nuclear chromosome segregation","103/5279","239/16438",0.000219132482042582,0.00482395262751614,0.00402033596180186,"ACTR2/AKAP8/ANAPC5/ANAPC7/ATRX/AURKB/BAG6/BOD1/BRIP1/CCNB1/CCNB1IP1/CCNE1/CDC16/CDC20/CDC42/CDC6/CDCA5/CDCA8/CENPK/CENPQ/CHAMP1/CHFR/CHMP1A/CHMP1B/CHMP4A/CHMP4B/CHMP6/CHTF8/CTCF/CTNNB1/DYNC1LI1/EHMT2/EME1/EME2/ESCO1/ESPL1/FAM83D/FBXW7/FEN1/GEM/GEN1/HNRNPU/IK/INCENP/INO80/KATNB1/KIF18B/KIF22/KIF2C/KIF4A/KIF4B/KIFC1/KNTC1/KPNB1/MAU2/MCMBP/MIS12/MLH1/MSH4/MUS81/NAA50/NCAPG2/NCAPH/NCAPH2/NSL1/NUDC/NUMA1/NUSAP1/PDS5A/PIBF1/PLK1/PSRC1/PTTG1/PTTG3P/RAD51C/RAN/RCC2/RMI2/RRS1/SEH1L/SFPQ/SIRT2/SIRT7/SMC1A/SMC3/SPAG5/SPICE1/STAG1/STAG3L4/SYCE1L/SYCP2/TACC3/TOP2A/TRAPPC12/TRIP13/TTL/UBE2C/VPS4A/WRAP73/XRCC3/ZW10/ZWILCH/ZWINT",103
